Scan                   , Photon Energy, start run#, end run#, Sample             , Current (mA), Filter setting, Gain settting, MCP Voltage, MCP Polarization, Slope on, intercept on, jitter on, Slope off, intercept off, jitter off
Current measurement#762, 75eV         ,     905657,   905657, SiO2/CuO/FeCo/SiO7 , 80mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#763, 75eV         ,     905658,   905658, SiO2/CuO/FeCo/SiO8 , 60mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#764, 75eV         ,     905659,   905659, SiO2/CuO/FeCo/SiO9 , 60mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#765, 75eV         ,     905660,   905660, SiO2/CuO/FeCo/SiO10, 60mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#766, 75eV         ,     905661,   905661, SiO2/CuO/FeCo/SiO11, 40mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#767, 75eV         ,     905662,   905662, SiO2/CuO/FeCo/SiO12, 40mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#768, 75eV         ,     905663,   905663, SiO2/CuO/FeCo/SiO13, 40mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#769, 75eV         ,     905664,   905664, SiO2/CuO/FeCo/SiO14, 20mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#770, 75eV         ,     905665,   905665, SiO2/CuO/FeCo/SiO15, 20mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#771, 75eV         ,     905666,   905666, SiO2/CuO/FeCo/SiO16, 20mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#772, 75eV         ,     905667,   905667, SiO2/CuO/FeCo/SiO17, 0mA         ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#773, 75eV         ,     905668,   905668, SiO2/CuO/FeCo/SiO18, 0mA         ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#774, 75eV         ,     905669,   905669, SiO2/CuO/FeCo/SiO19, 0mA         ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#775, 75eV         ,     905670,   905670, SiO2/CuO/FeCo/SiO20, -20mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#776, 75eV         ,     905671,   905671, SiO2/CuO/FeCo/SiO21, -20mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#777, 75eV         ,     905672,   905672, SiO2/CuO/FeCo/SiO22, -20mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#778, 75eV         ,     905673,   905673, SiO2/CuO/FeCo/SiO23, -40mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#779, 75eV         ,     905674,   905674, SiO2/CuO/FeCo/SiO24, -40mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#780, 75eV         ,     905675,   905675, SiO2/CuO/FeCo/SiO25, -40mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#781, 75eV         ,     905676,   905676, SiO2/CuO/FeCo/SiO26, -60mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#782, 75eV         ,     905677,   905677, SiO2/CuO/FeCo/SiO27, -60mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#783, 75eV         ,     905678,   905678, SiO2/CuO/FeCo/SiO28, -60mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#784, 75eV         ,     905679,   905679, SiO2/CuO/FeCo/SiO29, -80mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#785, 75eV         ,     905680,   905680, SiO2/CuO/FeCo/SiO30, -80mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#786, 75eV         ,     905681,   905681, SiO2/CuO/FeCo/SiO31, -80mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#787, 75eV         ,     905682,   905682, SiO2/CuO/FeCo/SiO32, -100mA      ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#788, 75eV         ,     905683,   905683, SiO2/CuO/FeCo/SiO33, -100mA      ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#789, 75eV         ,     905684,   905684, SiO2/CuO/FeCo/SiO34, -100mA      ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
                       ,              ,           ,         ,                    ,             ,               ,              ,            ,                 ,         ,             ,          ,          ,              ,     
Current measurement#790, 74eV         ,     905685,   905685, SiO2/CuO/FeCo/SiO2 , 100mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#791, 74eV         ,     905686,   905686, SiO2/CuO/FeCo/SiO3 , 100mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#792, 74eV         ,     905687,   905687, SiO2/CuO/FeCo/SiO4 , 100mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#793, 74eV         ,     905688,   905688, SiO2/CuO/FeCo/SiO5 , 80mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#794, 74eV         ,     905689,   905689, SiO2/CuO/FeCo/SiO6 , 80mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#795, 74eV         ,     905690,   905690, SiO2/CuO/FeCo/SiO7 , 80mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#796, 74eV         ,     905691,   905691, SiO2/CuO/FeCo/SiO8 , 60mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#797, 74eV         ,     905692,   905692, SiO2/CuO/FeCo/SiO9 , 60mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#798, 74eV         ,     905693,   905693, SiO2/CuO/FeCo/SiO10, 60mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#799, 74eV         ,     905694,   905694, SiO2/CuO/FeCo/SiO11, 40mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#800, 74eV         ,     905695,   905695, SiO2/CuO/FeCo/SiO12, 40mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#801, 74eV         ,     905696,   905696, SiO2/CuO/FeCo/SiO13, 40mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#802, 74eV         ,     905697,   905697, SiO2/CuO/FeCo/SiO14, 20mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#803, 74eV         ,     905698,   905698, SiO2/CuO/FeCo/SiO15, 20mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#804, 74eV         ,     905699,   905699, SiO2/CuO/FeCo/SiO16, 20mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#805, 74eV         ,     905700,   905700, SiO2/CuO/FeCo/SiO17, 0mA         ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#806, 74eV         ,     905701,   905701, SiO2/CuO/FeCo/SiO18, 0mA         ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#807, 74eV         ,     905702,   905702, SiO2/CuO/FeCo/SiO19, 0mA         ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#808, 74eV         ,     905703,   905703, SiO2/CuO/FeCo/SiO20, -20mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#809, 74eV         ,     905704,   905704, SiO2/CuO/FeCo/SiO21, -20mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#810, 74eV         ,     905705,   905705, SiO2/CuO/FeCo/SiO22, -20mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#811, 74eV         ,     905706,   905706, SiO2/CuO/FeCo/SiO23, -40mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#812, 74eV         ,     905707,   905707, SiO2/CuO/FeCo/SiO24, -40mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#813, 74eV         ,     905708,   905708, SiO2/CuO/FeCo/SiO25, -40mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#814, 74eV         ,     905709,   905709, SiO2/CuO/FeCo/SiO26, -60mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#815, 74eV         ,     905710,   905710, SiO2/CuO/FeCo/SiO27, -60mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#816, 74eV         ,     905711,   905711, SiO2/CuO/FeCo/SiO28, -60mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#817, 74eV         ,     905712,   905712, SiO2/CuO/FeCo/SiO29, -80mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#818, 74eV         ,     905713,   905713, SiO2/CuO/FeCo/SiO30, -80mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#819, 74eV         ,     905714,   905714, SiO2/CuO/FeCo/SiO31, -80mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#820, 74eV         ,     905715,   905715, SiO2/CuO/FeCo/SiO32, -100mA      ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#821, 74eV         ,     905716,   905716, SiO2/CuO/FeCo/SiO33, -100mA      ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#822, 74eV         ,     905717,   905717, SiO2/CuO/FeCo/SiO34, -100mA      ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
                       ,              ,           ,         ,                    ,             ,               ,              ,            ,                 ,         ,             ,          ,          ,              ,     
Current measurement#823, 73eV         ,     905718,   905718, SiO2/CuO/FeCo/SiO2 , 100mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#824, 73eV         ,     905719,   905719, SiO2/CuO/FeCo/SiO3 , 100mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#825, 73eV         ,     905720,   905720, SiO2/CuO/FeCo/SiO4 , 100mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#826, 73eV         ,     905721,   905721, SiO2/CuO/FeCo/SiO5 , 80mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#827, 73eV         ,     905722,   905722, SiO2/CuO/FeCo/SiO6 , 80mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#828, 73eV         ,     905723,   905723, SiO2/CuO/FeCo/SiO7 , 80mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#829, 73eV         ,     905724,   905724, SiO2/CuO/FeCo/SiO8 , 60mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#830, 73eV         ,     905725,   905725, SiO2/CuO/FeCo/SiO9 , 60mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#831, 73eV         ,     905726,   905726, SiO2/CuO/FeCo/SiO10, 60mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#832, 73eV         ,     905727,   905727, SiO2/CuO/FeCo/SiO11, 40mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#833, 73eV         ,     905728,   905728, SiO2/CuO/FeCo/SiO12, 40mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#834, 73eV         ,     905729,   905729, SiO2/CuO/FeCo/SiO13, 40mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#835, 73eV         ,     905730,   905730, SiO2/CuO/FeCo/SiO14, 20mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#836, 73eV         ,     905731,   905731, SiO2/CuO/FeCo/SiO15, 20mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#837, 73eV         ,     905732,   905732, SiO2/CuO/FeCo/SiO16, 20mA        ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#838, 73eV         ,     905733,   905733, SiO2/CuO/FeCo/SiO17, 0mA         ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#839, 73eV         ,     905734,   905734, SiO2/CuO/FeCo/SiO18, 0mA         ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#840, 73eV         ,     905735,   905735, SiO2/CuO/FeCo/SiO19, 0mA         ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#841, 73eV         ,     905736,   905736, SiO2/CuO/FeCo/SiO20, -20mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#842, 73eV         ,     905737,   905737, SiO2/CuO/FeCo/SiO21, -20mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#843, 73eV         ,     905738,   905738, SiO2/CuO/FeCo/SiO22, -20mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#844, 73eV         ,     905739,   905739, SiO2/CuO/FeCo/SiO23, -40mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#845, 73eV         ,     905740,   905740, SiO2/CuO/FeCo/SiO24, -40mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#846, 73eV         ,     905741,   905741, SiO2/CuO/FeCo/SiO25, -40mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#847, 73eV         ,     905742,   905742, SiO2/CuO/FeCo/SiO26, -60mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#848, 73eV         ,     905743,   905743, SiO2/CuO/FeCo/SiO27, -60mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#849, 73eV         ,     905744,   905744, SiO2/CuO/FeCo/SiO28, -60mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#850, 73eV         ,     905745,   905745, SiO2/CuO/FeCo/SiO29, -80mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#851, 73eV         ,     905746,   905746, SiO2/CuO/FeCo/SiO30, -80mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#852, 73eV         ,     905747,   905747, SiO2/CuO/FeCo/SiO31, -80mA       ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#853, 73eV         ,     905748,   905748, SiO2/CuO/FeCo/SiO32, -100mA      ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#854, 73eV         ,     905749,   905749, SiO2/CuO/FeCo/SiO33, -100mA      ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#855, 73eV         ,     905750,   905750, SiO2/CuO/FeCo/SiO34, -100mA      ,               , 500 pC/V     , -1.97kV    , -40             ,         ,             ,          ,          ,              ,     
                       ,              ,           ,         ,                    ,             ,               ,              ,            ,                 ,         ,             ,          ,          ,              ,     
X scan                 , 53eV         ,     905753,         , FeCo(7)/Ti(4)      , #           ,               , 500 pC/V     , -1.89kV    , 0               ,         ,             ,          ,          ,              ,     
Current measurement#856, 53eV         ,     906387,   906387, FeCo(7)/Ti(4)      , 50mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#857, 53eV         ,     906388,   906388, FeCo(7)/Ti(4)      , 50mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#858, 53eV         ,     906389,   906389, FeCo(7)/Ti(4)      , 50mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#859, 53eV         ,     906390,   906390, FeCo(7)/Ti(4)      , 40mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#860, 53eV         ,     906391,   906391, FeCo(7)/Ti(4)      , 40mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#861, 53eV         ,     906392,   906392, FeCo(7)/Ti(4)      , 40mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#862, 53eV         ,     906393,   906393, FeCo(7)/Ti(4)      , 30mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#863, 53eV         ,     906394,   906394, FeCo(7)/Ti(4)      , 30mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#864, 53eV         ,     906395,   906395, FeCo(7)/Ti(4)      , 30mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#865, 53eV         ,     906396,   906396, FeCo(7)/Ti(4)      , 20mA        ,               , 500 pC/V     , -1.89kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#866, 53eV         ,     906397,   906397, FeCo(7)/Ti(4)      , 20mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#867, 53eV         ,     906398,   906398, FeCo(7)/Ti(4)      , 20mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#868, 53eV         ,     906399,   906399, FeCo(7)/Ti(4)      , 10mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#869, 53eV         ,     906400,   906400, FeCo(7)/Ti(4)      , 10mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#870, 53eV         ,     906401,   906401, FeCo(7)/Ti(4)      , 10mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#871, 53eV         ,     906402,   906402, FeCo(7)/Ti(4)      , 0mA         ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#872, 53eV         ,     906403,   906403, FeCo(7)/Ti(4)      , 0mA         ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#873, 53eV         ,     906404,   906404, FeCo(7)/Ti(4)      , 0mA         ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#874, 53eV         ,     906405,   906405, FeCo(7)/Ti(4)      , -10mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#875, 53eV         ,     906406,   906406, FeCo(7)/Ti(4)      , -10mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#876, 53eV         ,     906407,   906407, FeCo(7)/Ti(4)      , -10mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#877, 53eV         ,     906408,   906408, FeCo(7)/Ti(4)      , -20mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#878, 53eV         ,     906409,   906409, FeCo(7)/Ti(4)      , -20mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#879, 53eV         ,     906410,   906410, FeCo(7)/Ti(4)      , -20mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#880, 53eV         ,     906411,   906411, FeCo(7)/Ti(4)      , -30mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#881, 53eV         ,     906412,   906412, FeCo(7)/Ti(4)      , -30mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#882, 53eV         ,     906413,   906413, FeCo(7)/Ti(4)      , -30mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#883, 53eV         ,     906414,   906414, FeCo(7)/Ti(4)      , -40mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#884, 53eV         ,     906415,   906415, FeCo(7)/Ti(4)      , -40mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#885, 53eV         ,     906416,   906416, FeCo(7)/Ti(4)      , -40mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#886, 53eV         ,     906417,   906417, FeCo(7)/Ti(4)      , -50mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#887, 53eV         ,     906418,   906418, FeCo(7)/Ti(4)      , -50mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#888, 53eV         ,     906419,   906419, FeCo(7)/Ti(4)      , -50mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
                       ,              ,           ,         ,                    ,             ,               ,              ,            ,                 ,         ,             ,          ,          ,              ,     
Current measurement#889, 56eV         ,     906420,   906420, FeCo(7)/Ti(4)      , -50mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#890, 56eV         ,     906421,   906421, FeCo(7)/Ti(4)      , -50mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#891, 56eV         ,     906422,   906422, FeCo(7)/Ti(4)      , -50mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#892, 56eV         ,     906423,   906423, FeCo(7)/Ti(4)      , -40mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#893, 56eV         ,     906424,   906424, FeCo(7)/Ti(4)      , -40mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#894, 56eV         ,     906425,   906425, FeCo(7)/Ti(4)      , -40mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#895, 56eV         ,     906426,   906426, FeCo(7)/Ti(4)      , -30mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#896, 56eV         ,     906427,   906427, FeCo(7)/Ti(4)      , -30mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#897, 56eV         ,     906428,   906428, FeCo(7)/Ti(4)      , -30mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#898, 56eV         ,     906429,   906429, FeCo(7)/Ti(4)      , -20mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#899, 56eV         ,     906430,   906430, FeCo(7)/Ti(4)      , -20mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#900, 56eV         ,     906431,   906431, FeCo(7)/Ti(4)      , -20mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#901, 56eV         ,     906432,   906432, FeCo(7)/Ti(4)      , -10mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#902, 56eV         ,     906433,   906433, FeCo(7)/Ti(4)      , -10mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#903, 56eV         ,     906434,   906434, FeCo(7)/Ti(4)      , -10mA       ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#904, 56eV         ,     906435,   906435, FeCo(7)/Ti(4)      , 0mA         ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#905, 56eV         ,     906436,   906436, FeCo(7)/Ti(4)      , 0mA         ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#906, 56eV         ,     906437,   906437, FeCo(7)/Ti(4)      , 0mA         ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#907, 56eV         ,     906438,   906438, FeCo(7)/Ti(4)      , 10mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#908, 56eV         ,     906439,   906439, FeCo(7)/Ti(4)      , 10mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#909, 56eV         ,     906440,   906440, FeCo(7)/Ti(4)      , 10mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#910, 56eV         ,     906441,   906441, FeCo(7)/Ti(4)      , 20mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#911, 56eV         ,     906442,   906442, FeCo(7)/Ti(4)      , 20mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#912, 56eV         ,     906443,   906443, FeCo(7)/Ti(4)      , 20mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#913, 56eV         ,     906444,   906444, FeCo(7)/Ti(4)      , 30mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#914, 56eV         ,     906445,   906445, FeCo(7)/Ti(4)      , 30mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
